wavelength_nm,intensity
792.446,0.472710157493696
792.565,0.436843012894921
792.684,0.40675415694597605
792.803,0.3824435896468612
792.922,0.36391131099757595
793.041,0.3356452560857697
793.16,0.3321700442471162
793.279,0.3323741380458304
793.398,0.35071823846786054
793.518,0.35279662485843444
793.637,0.37740022591441846
793.756,0.3904397599900556
793.875,0.4053929074811582
793.994,0.4021180446008755
794.113,0.40708932015670796
794.232,0.39063261926773973
794.351,0.38817225916214126
794.47,0.36398059054392856
794.589,0.3498756493906007
794.708,0.3295861044101863
794.827,0.32680181561488575
794.946,0.3037335990996861
795.066,0.3099125856662577
795.185,0.3132192796894592
795.304,0.32179121923544823
795.423,0.31089373383622243
795.542,0.2971295731541419
795.661,0.26951886530242647
795.78,0.2837736000694893
795.899,0.2772968986956197
796.018,0.2847622379201408
796.137,0.2839215212630528
796.256,0.28130949512354764
796.375,0.2780552288651534
796.494,0.272260088433778
796.613,0.2511880895421196
796.732,0.2563947384730347
796.851,0.24109878465163972
796.97,0.23751853896892078
797.089,0.21549069361593792
797.208,0.20548836337810222
797.327,0.20755991204460728
797.446,0.22635257171985734
797.565,0.2319414128317501
797.684,0.24276109164580914
797.803,0.2599471145532267
797.922,0.2806185690482992
798.041,0.2660914471112487
798.16,0.2579308682796699
798.279,0.24728940642249847
798.398,0.2377327540227945
798.517,0.22428921287672407
798.636,0.231701365780978
798.755,0.24875655627132076
798.874,0.257176459451569
798.993,0.25106591031691783
799.112,0.24689331605996323
799.231,0.22727092646702118
799.35,0.20627635722115636
799.469,0.20706931441184528
799.588,0.2030584636860932
799.707,0.19559059153103775
799.826,0.20628148105442895
799.945,0.2058836482996177
800.064,0.21834624979024608
800.183,0.21927418260282144
800.302,0.21867427579620785
800.421,0.22305142690435098
800.54,0.21956838378318272
800.659,0.22137485574330706
800.778,0.23258331829948692
800.897,0.2451381432778455
801.016,0.26594656627196356
801.135,0.27288414578577846
801.254,0.26330136212478794
801.373,0.26708578606948036
801.492,0.2653596774488943
801.611,0.2734281987464095
801.729,0.2752634332923745
801.848,0.28719850224442584
801.967,0.28180245008732974
802.086,0.2747006231538252
802.205,0.2429525927443957
802.324,0.2286910061273838
802.443,0.18169009152852358
802.562,0.1570598286881007
802.681,0.12517335833111715
802.8,0.10790740713640254
802.919,0.0846868981291706
803.038,0.08735340550365708
803.157,0.07262880458538659
803.276,0.07433151154801104
803.394,0.06611464533629793
803.513,0.06650715858289642
803.632,0.04814770855909368
803.751,0.055243087753732094
