wavelength_nm,intensity
792.446,0.14530438702592627
792.565,0.18159960168188274
792.684,0.20616185964775668
792.803,0.21899116092354803
792.922,0.22008750550925676
793.041,0.2015685466989661
793.16,0.17842766136017418
793.279,0.15327965841546665
793.398,0.12571478029131752
793.518,0.10984188309989831
793.637,0.1070228898949116
793.756,0.11305257676500136
793.875,0.12965539804078646
793.994,0.1577112907488049
794.113,0.19184270761479916
794.232,0.21412935258844357
794.351,0.2186158507663726
794.47,0.20858929129349932
794.589,0.18763609469471929
794.708,0.16109699951310905
794.827,0.1425981813293137
794.946,0.14295654558005844
795.066,0.14593388577956024
795.185,0.1514419998738567
795.304,0.15224693042930865
795.423,0.15091556556753005
795.542,0.13969029156600266
795.661,0.12909007149019297
795.78,0.12827055634314094
795.899,0.12931717441653703
796.018,0.13067215242662056
796.137,0.13076104898494484
796.256,0.13138888092811013
796.375,0.12848168566916107
796.494,0.11710014818620425
796.613,0.10975437555029785
796.732,0.10391845539718059
796.851,0.10054594221575278
796.97,0.09949376810746138
797.089,0.09350139936534102
797.208,0.09323094396458009
797.327,0.09851091433576487
797.446,0.10001276089452671
797.565,0.1060962436467541
797.684,0.11283670744170649
797.803,0.12702359391661486
797.922,0.1307990574057477
798.041,0.12629167676718597
798.16,0.11792910241566999
798.279,0.11392801545693952
798.398,0.10165468704351668
798.517,0.09500332704919338
798.636,0.09173747391142015
798.755,0.09495450457202033
798.874,0.0933846292429312
798.993,0.09684672809035777
799.112,0.10043484480423595
799.231,0.10534081637697401
799.35,0.10791791291647887
799.469,0.10778084201909523
799.588,0.10425736785304554
799.707,0.10361539228455427
799.826,0.10649524833530105
799.945,0.10459804269297263
800.064,0.10488383805470172
800.183,0.11135368675217923
800.302,0.11018862641553581
800.421,0.11246100372635368
800.54,0.11160441630311296
800.659,0.1191924939136328
800.778,0.13036786034798903
800.897,0.13057465870285562
801.016,0.13379630049276714
801.135,0.14708547751290446
801.254,0.14788677160156477
801.373,0.15062017682505474
801.492,0.15114991970820904
801.611,0.15318743156106696
801.729,0.164320172537479
801.848,0.17971994831345706
801.967,0.19651984488304283
802.086,0.21352531474375339
802.205,0.22296902111200403
802.324,0.22012069477883567
802.443,0.20652005191459955
802.562,0.18658622377411976
802.681,0.16843866085246875
802.8,0.14861664791425633
802.919,0.1342256590861685
803.038,0.11872840340992626
803.157,0.10754557021204886
803.276,0.09381229358505405
803.394,0.08004003720251837
803.513,0.0717614281568732
803.632,0.061333261952841334
803.751,0.053885116876371264
803.87,0.04853479317709412
803.989,0.042586350216329776
804.108,0.03809270178752376
804.227,0.03335225614355816
804.346,0.03025655091193128
804.465,0.03598725733169549
804.583,0.03498595301457452
804.702,0.04507603488251995
804.821,0.04756202343459345
804.94,0.04596894064445235
805.059,0.048020246084508694
805.178,0.045369338093999075
805.297,0.0467123534617043
805.416,0.05386041322130207
805.535,0.05394147530014344
805.653,0.05887538499574368
805.772,0.0616058312462088
805.891,0.05589113940923077
806.01,0.05885379499758692
806.129,0.06161055275501977
806.248,0.07217707233895573
806.367,0.0888848736054407
806.485,0.10504609473560794
806.604,0.12515304721013898
806.723,0.14694933098250976
806.842,0.16168356292552966
806.961,0.18321560356291022
807.08,0.20123970266829086
807.198,0.2191957403462045
807.317,0.23235553090077776
807.436,0.23618048832693855
807.555,0.23498417921650078
807.674,0.224267604313021
807.793,0.21010420426138926
807.912,0.19666725577231392
808.03,0.1859722105040535
808.149,0.18572737236943063
808.268,0.1955042321771476
808.387,0.21412074350323626
808.506,0.23667231654389845
808.624,0.26111363595331377
808.743,0.28669046999444947
808.862,0.30601537576968485
808.981,0.3153991461085616
809.1,0.3180684482765068
809.219,0.311681413565165
809.337,0.29976959665484093
809.456,0.2824413402259922
809.575,0.2599063845959153
809.694,0.2431309536391458
809.812,0.22566865786844875
809.931,0.21251992868956546
810.05,0.2088143753195522
810.169,0.21035371889067214
810.288,0.2195777532263099
810.406,0.23635591150642665
810.525,0.24505142802265212
810.644,0.2541205878855842
810.763,0.2618153236162995
810.882,0.27066988163140193
811.0,0.2752421257509764
811.119,0.27341173415811626
811.238,0.2753511122416956
811.357,0.2709086897436976
811.475,0.26317570557897696
811.594,0.26273223919684807
811.713,0.26794273282501657
811.832,0.2776293070656855
811.95,0.2889868588011063
812.069,0.2913582185977929
812.188,0.2967360877771813
812.307,0.29075186559574645
812.425,0.29050563845239974
812.544,0.28540135329750305
812.663,0.28263963135532394
812.782,0.28438871524374076
812.9,0.28155198683047566
813.019,0.2784555137858568
813.138,0.2747006506061488
813.257,0.27355990184466444
813.375,0.28292422606140843
813.494,0.29168919301382523
813.613,0.31240866354777336
813.731,0.3242370892405686
813.85,0.33234713857970566
813.969,0.33859730523765164
814.088,0.34059154916582224
814.206,0.34523324372158815
814.325,0.3487269225671191
814.444,0.348326515455429
814.562,0.355523291558656
814.681,0.3603955615625752
814.8,0.36987586800775746
814.918,0.3682524387147463
815.037,0.37246423507049053
815.156,0.3708915045958989
815.274,0.36410790789390757
815.393,0.35861331128761853
815.512,0.36338348915033747
815.631,0.36419568665453994
815.749,0.36408627687048983
815.868,0.3624100652459742
815.987,0.35757594228786055
816.105,0.3553434326694562
816.224,0.3530880044071088
816.343,0.36250649996408174
816.461,0.3685858185489986
816.58,0.3636114057097794
816.698,0.35349627158371333
816.817,0.34497988649876055
816.936,0.32437773650787555
817.055,0.31345767182635703
817.173,0.30097497233054427
817.292,0.3011892015791431
817.41,0.29807814394292387
817.529,0.29582757721110936
817.648,0.2912851460849969
817.766,0.28967005084432884
817.885,0.2915476180396988
818.004,0.2990374749836515
