wavelength_nm,intensity
792.446,161.67977086503956
792.565,158.28280116806988
792.684,152.84687043213916
792.803,145.37197865724738
792.922,135.85812584339433
793.041,113.35076653603508
793.16,100.27630766157623
793.279,91.28496567023423
793.398,85.17760636287488
793.518,96.42262800789649
793.637,103.60098298625147
793.756,111.87371025897872
793.875,126.2226280078965
793.994,135.0347492200177
794.113,144.2849656702341
794.232,132.64513883040723
794.351,114.8529310381995
794.47,100.20271458798311
794.589,92.00704359231217
794.708,83.22695701222555
794.827,85.63128601655458
794.946,86.90574489101341
795.066,92.44080982607832
795.185,88.45985744512598
795.304,94.24254142781001
795.423,91.00358038884902
795.542,95.67457605984467
795.661,86.83994402521256
795.78,84.12912151439002
795.899,78.79751978278826
796.018,74.55076653603498
796.137,73.51093969620818
796.256,79.77760636287486
796.375,83.34990073516927
796.494,74.4098111821348
796.613,65.32703962838163
796.732,51.773860183077346
796.851,46.225371329682815
796.97,41.84054135886862
797.089,45.65441616072316
797.208,45.66371151804178
797.327,54.6725706571948
797.446,44.430637456024435
797.565,49.39604913734463
797.684,38.936557259271225
797.803,44.64655105296517
797.922,48.765692557801664
798.041,53.33360956410399
798.16,51.68513370838157
798.279,53.662186661024535
798.398,45.299624307038144
798.517,46.12115734799194
798.636,37.11027024025845
798.755,39.34180737494923
798.874,32.29380152783809
798.993,36.777323613761
799.112,49.68451148468796
799.231,53.56060308806508
799.35,53.39565904207114
799.469,51.475442357754204
799.588,49.98141843903099
799.707,46.145733437665704
799.826,39.336928538984196
799.945,40.29637167646917
800.064,47.98092292938527
800.183,50.24397925187499
800.302,45.078101244328266
800.421,47.79731655215231
800.54,47.05989190223439
800.659,45.245822280431184
800.778,50.964190238928005
800.897,54.883468926542065
801.016,64.8200636314721
801.135,75.1696453493891
801.254,80.72875087683005
801.373,91.02118973760435
801.492,88.20973249448268
801.611,94.25888131196712
801.729,97.8604110818325
801.848,101.83769842745558
801.967,102.54139269948567
802.086,91.19451838352296
802.205,80.52955270775198
802.324,67.62256938803696
802.443,50.816485748012965
802.562,38.893563258421715
802.681,27.687768729214106
802.8,18.200273864690935
802.919,11.606367740784123
803.038,1.4063796031310973
803.157,-3.526641548687887
803.276,-12.765790060810886
803.394,-19.88327972884477
803.513,-27.70861195634769
803.632,-36.544776373716104
803.751,-46.00203477850917
803.87,-44.396105871174655
803.989,-42.26914476984545
804.108,-44.89696550476263
804.227,-40.77130424591354
804.346,-40.67430741644612
804.465,-35.37643388524198
804.583,-39.07773608275157
804.702,-39.81899832602027
804.821,-40.00006777465599
804.94,-41.19689353867076
805.059,-44.289429846577946
805.178,-36.968168163716115
805.297,-40.18704947238018
805.416,-26.675650864108768
805.535,-17.243262177394865
805.653,-17.600124643150323
805.772,-17.26345289309582
805.891,-14.580943139446337
806.01,-15.091986124729585
806.129,-3.34730794710622
806.248,6.995027660685348
806.367,25.886095985083344
806.485,40.53178525413076
806.604,47.5433886032492
806.723,66.64338116138671
806.842,76.4458776885981
806.961,82.08586469792341
807.08,90.45399023538741
807.198,98.78834953908517
807.317,99.15214607222035
807.436,95.68650537591844
807.555,91.31350537225725
807.674,92.40370883179945
807.793,88.97443177186113
807.912,85.07069583746377
808.03,88.22843176453824
808.149,108.56019366563878
808.268,127.2564577312417
808.387,147.48172612584904
808.506,167.4403278537897
808.624,171.40412438692522
808.743,173.49605944819928
808.862,164.24253996401865
808.981,151.32754861836617
809.1,135.54502480518136
809.219,113.415104501764
809.337,92.56828627873088
809.456,71.39151422065717
809.575,51.040085374642295
809.694,39.5616300686701
809.812,36.680845395669095
809.931,41.99991107329016
810.05,51.150870396287765
810.169,63.76705880794801
810.288,77.07226219530398
810.406,74.82857340678778
810.525,76.41688413937325
810.644,67.21886208578225
810.763,68.79811908703063
810.882,72.1304092964244
811.0,77.5083768290558
811.119,82.8887419089894
811.238,93.87498485194624
811.357,95.67751922547679
811.475,99.65927437822802
811.594,99.58128927123906
811.713,106.66780632875219
811.832,109.03570866765057
811.95,111.0789356818735
812.069,102.21566918960299
812.188,108.92642867135837
812.307,118.60601932194494
812.425,121.8431857301072
812.544,124.14615300407038
812.663,124.70972633863975
812.782,119.70793170784125
812.9,121.00570417660997
813.019,115.08010002200207
813.138,126.68782920072739
813.257,143.16915145304583
813.375,155.44527890016934
813.494,165.35170937759588
813.613,170.35943855632118
813.731,167.92301189089062
813.85,165.66494020381504
813.969,161.15059146046227
814.088,166.59555007641683
814.206,176.07514072700343
814.325,184.6923937152524
814.444,187.68540427925882
814.562,193.3303628952134
814.681,200.61687995272635
814.8,205.69733640417877
814.918,203.3682690461074
815.037,208.18465623349059
815.156,212.2625152823457
815.274,210.28582887665544
815.393,213.25806021988296
815.512,220.21124394406291
815.631,219.43022853404375
815.749,221.38514385995524
815.868,208.37902022482768
815.987,208.35125156805498
816.105,206.05335304115232
816.224,200.28532464411964
816.343,208.49305382284456
816.461,204.17091287169944
816.58,187.57950785129026
816.698,175.65217209495023
816.817,156.6443168580908
816.936,148.27369105846083
817.055,140.42081417657982
817.173,129.36187668863823
817.292,131.10553660329396
817.41,128.0310146997678
817.529,126.10108154083045
817.648,118.18326959401418
817.766,112.41524119698151
817.885,110.8186413713776
818.004,110.93546145919376
818.122,110.36656726129564
818.241,108.98555185127614
818.359,106.19587843259845
818.478,110.70836951608513
818.597,112.58709436580543
818.715,115.8135281805375
818.834,131.02823675839574
818.953,165.90596675788436
819.071,233.22777213079527
819.19,340.3592372927129
819.308,444.1001457934208
819.427,530.5522292346507
819.546,566.8566131575283
819.664,544.0834274321833
819.783,479.69114023413175
819.901,391.5874832971449
820.02,310.36339429405155
820.138,263.8687425203953
820.257,215.12474009738838
820.376,176.42424416788805
820.494,139.21379152843105
820.613,113.02238650802175
820.731,98.72189057852145
820.85,91.15732538495195
820.969,94.48540088402311
821.087,105.71131188092981
821.206,118.75800209861555
821.324,136.97525508686402
821.443,151.80289768550182
821.561,166.11105976465905
821.68,168.67463309922738
821.798,159.72392071951003
821.917,147.04939881598312
822.035,135.54717128475056
822.154,117.33015103769233
822.273,108.75300703119896
822.391,104.77593879812815
822.51,98.80261252225526
822.628,90.4363001938606
822.747,84.43089453264562
822.865,81.91948041630451
822.984,89.07840414459332
823.102,88.18268469474138
823.221,90.47513962239492
823.339,92.76654625799067
