wavelength_nm,intensity
792.446,0.2738505615096209
792.565,0.29729205349282684
792.684,0.31059515249899755
792.803,0.31375985852813304
792.922,0.30678617158023297
793.041,0.27694987368436996
793.16,0.23849978845534403
793.279,0.21546745371601067
793.398,0.19413048045266307
793.518,0.19421210549328888
793.637,0.18951444367244713
793.756,0.19848381595270403
793.875,0.22123280859699168
793.994,0.24777408186437533
794.113,0.2689468668276136
794.232,0.2912417615447417
794.351,0.2944945663246214
794.47,0.2858151036714147
794.589,0.25539335720830486
794.708,0.23106252756982135
794.827,0.21110098315196088
794.946,0.20156211202503913
795.066,0.2074982227381338
795.185,0.21865739783241994
795.304,0.2337007989978634
795.423,0.23725383381222878
795.542,0.2306919311210032
795.661,0.22350986576479331
795.78,0.22294036691812846
795.899,0.22238963244861892
796.018,0.21993149904126819
796.137,0.21178682113698893
796.256,0.206646320015281
796.375,0.2045559684001751
796.494,0.19121074336729077
796.613,0.18890835429032937
796.732,0.19028096847924314
796.851,0.182970367139519
796.97,0.17295863370828246
797.089,0.16728897715079372
797.208,0.16222540997542273
797.327,0.17201947663165734
797.446,0.17591777598568115
797.565,0.19058119851372873
797.684,0.2069953374303704
797.803,0.21286201994799028
797.922,0.2291616961639844
798.041,0.2334549856571283
798.16,0.22325936132976926
798.279,0.214348158618694
798.398,0.20120465064022963
798.517,0.1949964564583824
798.636,0.1893662050929199
798.755,0.18412906742886193
798.874,0.19606790239395283
798.993,0.1962818162935238
799.112,0.2012778317111355
799.231,0.20819156647402393
799.35,0.21385277906179279
799.469,0.2195468293095835
799.588,0.21685695584436415
799.707,0.20990475410830725
799.826,0.2031420725815194
799.945,0.19031568257698045
800.064,0.1815405216002814
800.183,0.17896792549228302
800.302,0.17394188707122277
800.421,0.18350609010730423
800.54,0.18841203651457028
800.659,0.19118072036384212
800.778,0.1925730371487691
800.897,0.20811744718426045
801.016,0.21318758189163584
801.135,0.22150301562802882
801.254,0.2216362427058318
801.373,0.22577097321201295
801.492,0.21861330154610492
801.611,0.2130674898778414
801.729,0.21280478859766644
801.848,0.23325326860270823
801.967,0.23734765569800548
802.086,0.25029789059176977
802.205,0.2525111488772432
802.324,0.2396444154618204
802.443,0.2179997064131251
802.562,0.1905371022274137
802.681,0.16239241293210543
802.8,0.14237361074390548
802.919,0.12037114073397588
803.038,0.10737745292819859
803.157,0.09556345790684895
803.276,0.08742825246513519
803.394,0.07624585861895919
803.513,0.07017085474678246
803.632,0.06652621658366481
803.751,0.0655608834984687
803.87,0.06326595177069905
803.989,0.051914641327059904
804.108,0.037376252887200714
804.227,0.03330554260670957
804.346,0.023542829016124724
804.465,0.024909771060582873
804.583,0.03513052856769742
804.702,0.05109032481286352
804.821,0.07083550870180351
